,building,day,end,original_time,room,start
4728,MEB,TTh,620,930-1020,231,570
4729,MEB,TTh,680,1030-1120,231,630
4730,MEB,TTh,740,1130-1220,231,690
4731,MEB,TTh,800,1230-120,231,750
4732,MEB,TTh,860,130-220,231,810
4733,MEB,TTh,920,230-320,231,870
4734,KNE,MW,800,1230-120,220,750
4735,MEB,TTh,560,830-920,231,510
4736,MEB,TTh,620,930-1020,231,570
4737,MEB,TTh,680,1030-1120,231,630
4738,MEB,TTh,740,1130-1220,231,690
4739,MEB,TTh,800,1230-120,231,750
4740,MEB,TTh,860,130-220,231,810
4741,MEB,TTh,920,230-320,231,870
4742,OTB,MTThF,740,1130-1220,014,690
4743,MEB,T,920,130-320,246,810
4744,MEB,T,920,130-320,242,810
4745,MEB,T,920,130-320,234,810
4746,MEB,MWF,680,1030-1120,238,630
4747,MEB,MTWF,620,930-1020,238,570
4748,MEB,M,1040,230-520,127,870
4749,MEB,T,1040,230-520,127,870
4750,MEB,W,1040,230-520,127,870
4751,MEB,Th,1040,230-520,127,870
4752,MOR,MWF,620,930-1020,230,570
4753,EGA,T,980,130-420,116,810
4754,EGA,W,1040,230-520,116,870
4755,EGA,Th,740,930-1220,116,570
4756,EGA,F,1040,230-520,116,870
4757,MOR,TTh,860,100-220,220,780
4758,OUG,TTh,1040,330-520,141,930
4759,MEB,TTh,1010,330-450,103,930
4760,MEB,MWF,920,230-320,103,870
4761,OUG,TTh,1040,330-520,141,930
4762,DEN,MTWF,920,230-320,112,870
4763,MEB,MW,860,130-220,238,810
4764,MEB,TTh,680,1000-1120,242,600
4765,LOW,MWThF,740,1130-1220,206,690
4766,MEB,MTWF,680,1030-1120,248,630
4767,MEB,MTWF,560,830-920,242,510
4768,MEB,MW,800,1230-120,246,750
4769,MEB,Th,650,930-1050,G041,570
4770,MEB,Th,740,1100-1220,G041,660
4771,MEB,Th,830,1230-150,G041,750
4772,MEB,MW,1100,430-620P,238,990
4773,MEB,MW,1010,330-450,235,930
4774,MEB,MW,1100,430-620P,238,990
4775,LOW,MWF,680,1030-1120,202,630
4776,LOW,TTh,950,230-350,216,870
4777,LOW,MW,980,230-420,202,870
4778,MEB,MWF,920,230-320,103,870
4779,OUG,TTh,1040,330-520,141,930
4780,MEB,MW,1010,330-450,243,930
4781,MEB,T,1040,330-520,238,930
4782,MEB,F,620,930-1020,237,570
4783,MEB,MW,770,1130-1250,234,690
4784,MEB,Th,1010,400-450,238,960
4785,DEN,MTWF,920,230-320,112,870
4786,MEB,MW,680,1000-1120,234,600
4787,MEB,MW,860,130-220,238,810
4788,LOW,TTh,770,1100-1250,216,660
4789,LOW,TTh,1010,330-450,202,930
4790,MEB,TTh,680,1000-1120,242,600
4791,LOW,MWF,620,930-1020,216,570
4792,MEB,WF,950,230-350,234,870
4793,LOW,MWF,800,1230-120,206,750
4794,MEB,TTh,860,1230-220,238,750
4795,MEB,TTh,950,230-350,250,870
4796,MEB,MW,1010,330-450,235,930
4797,JHN,MWF,620,930-1020,102,570
4798,JHN,MWF,620,930-1020,102,570
4799,FSH,T,680,830-1120,142,510
4800,FSH,T,980,130-420,142,810
4801,FSH,W,980,130-420,142,810
4802,FSH,Th,680,830-1120,142,510
4803,FSH,Th,980,130-420,142,810
4804,FSH,F,980,130-420,142,810
4805,FSH,MW,620,900-1020,136,540
4806,FSH,MWF,740,1130-1220,107,690
4807,FSH,T,920,130-320,136,810
4808,FSH,M,920,130-320,136,810
4809,FSH,MWF,800,1230-120,107,750
4810,FSH,MWF,680,1030-1120,107,630
4811,FSH,MWF,680,1030-1120,107,630
4812,SIG,M,950,230-350,227,870
4813,OCN,W,620,900-1020,111,540
4814,OCN,W,950,230-350,111,870
4815,MAR,MW,620,900-1020,168,540
4816,HCK,MWF,860,130-220,132,810
4817,HCK,MWF,860,130-220,132,810
4818,FTR,M,1040,230-520,124,870
4819,FTR,W,1040,230-520,124,870
4820,FSH,W,1040,430-520P,109,990
4821,FSH,Th,920,1230-320,105,750
4822,SIG,M,950,230-350,227,870
4823,OCN,W,620,900-1020,111,540
4824,OCN,W,950,230-350,111,870
4825,FSH,Th,1040,400-520,102,960
4826,FSH,M,920,130-320,213,810
4827,FSH,F,950,230-350,105,870
4828,FSH,Th,920,130-320,203,810
4829,FSH,MW,650,930-1050,213,570
4830,FSH,MW,650,930-1050,213,570
4831,FSH,T,980,300-420,213,900
4832,MGH,TTh,740,1030-1220,030,630
4833,MGH,TTh,740,1030-1220,030,630
4834,FSH,M,680,930-1120,207,570
4835,FSH,MW,800,1130-120,136,690
4836,FSH,W,920,130-320,136,810
4837,MAR,MW,620,900-1020,168,540
4838,KNE,MTWTh,680,1030-1120,210,630
4839,MGH,F,680,1030-1120,228,630
4840,MGH,F,680,1030-1120,231,630
4841,MGH,F,740,1130-1220,231,690
4842,JHN,Th,740,1130-1220,111,690
4843,KNE,MTWTh,740,1130-1220,210,690
4844,JHN,F,680,1030-1120,022,630
4845,JHN,F,680,1030-1120,026,630
4846,JHN,F,740,1130-1220,026,690
4847,MGH,F,740,1130-1220,234,690
4848,JHN,F,800,1230-120,022,750
4849,JHN,F,800,1230-120,026,750
4850,JHN,Th,800,1230-120,022,750
4851,JHN,Th,800,1230-120,026,750
4852,EEB,MTWTh,620,930-1020,125,570
4853,JHN,F,740,1130-1220,022,690
4854,MGH,F,620,930-1020,254,570
4855,MGH,F,680,1030-1120,254,630
4856,JHN,Th,860,130-220,022,810
4857,KNE,Th,800,1230-120,210,750
4858,KNE,Th,800,1230-120,210,750
4859,ATG,M,800,1230-120,610,750
4860,ATG,MTWThF,740,1130-1220,310,690
4861,ATG,MWF,860,130-220,310,810
4862,ATG,TTh,680,1000-1120,310,600
4863,ATG,MWF,680,1030-1120,310,630
4864,ATG,MW,620,900-1020,310,540
4865,MOR,MW,950,230-350,225,870
4866,ATG,TTh,890,130-250,310,810
4867,MGH,Th,800,1230-120,389,750
4868,SIG,M,920,130-320,226,810
4869,ATG,MTWThF,620,930-1020,610,570
4870,ATG,MWF,680,1030-1120,310,630
4871,JHN,MTWF,740,1130-1220,175,690
4872,JHN,F,1010,330-450,102,930
4873,ATG,W,1010,330-450,310,930
4874,ATG,M,1010,330-450,310,930
4875,ATG,MW,830,1230-150,627,750
4876,ATG,TTh,890,130-250,310,810
4877,ATG,MW,890,130-250,310,810
4878,ATG,M,860,100-220,406,780
4879,FSH,T,1040,330-520,203,930
4880,KNE,MWF,800,1230-120,120,750
4881,JHN,M,740,1030-1220,162,630
4882,JHN,W,740,1030-1220,170,630
4883,JHN,M,980,230-420,162,870
4884,JHN,M,680,930-1120,170,570
4885,JHN,W,920,130-320,170,810
4886,JHN,M,980,230-420,170,870
4887,JHN,T,680,930-1120,162,570
4888,JHN,T,800,1130-120,162,690
4889,JHN,T,920,130-320,162,810
4890,JHN,T,680,930-1120,170,570
4891,JHN,T,800,1130-120,170,690
4892,JHN,T,920,130-320,170,810
4893,JHN,W,680,930-1120,162,570
4894,JHN,Th,680,930-1120,162,570
4895,JHN,W,980,230-420,162,870
4896,JHN,Th,800,1130-120,170,690
4897,JHN,Th,680,930-1120,170,570
4898,JHN,Th,800,1130-120,162,690
4899,JHN,Th,920,130-320,162,810
4900,JHN,T,1040,330-520,162,930
4901,JHN,Th,920,130-320,170,810
4902,JHN,MWF,740,1130-1220,102,690
4903,JHN,TTh,560,830-920,117,510
4904,JHN,TTh,620,930-1020,117,570
4905,JHN,TTh,680,1030-1120,117,630
4906,JHN,TTh,740,1130-1220,117,690
4907,JHN,TTh,800,1230-120,117,750
4908,JHN,TTh,860,130-220,117,810
4909,JHN,TTh,920,230-320,117,870
4910,JHN,TTh,980,330-420,117,930
4911,JHN,MWF,740,1130-1220,102,690
4912,JHN,TTh,560,830-920,117,510
4913,JHN,TTh,620,930-1020,117,570
4914,JHN,TTh,680,1030-1120,117,630
4915,JHN,TTh,740,1130-1220,117,690
4916,JHN,TTh,800,1230-120,117,750
4917,JHN,TTh,860,130-220,117,810
4918,JHN,TTh,920,230-320,117,870
4919,JHN,TTh,980,330-420,117,930
4920,KNE,MWF,920,230-320,110,870
4921,JHN,MWF,680,1030-1120,075,630
4922,JHN,TTh,680,930-1120,011,570
4923,JHN,MW,800,1130-120,011,690
4924,JHN,MW,920,130-320,011,810
4925,JHN,TTh,1040,330-520,011,930
4926,JHN,TTh,680,1000-1120,075,600
4927,JHN,TTh,680,1000-1120,075,600
4928,JHN,TTh,710,1030-1150,027,630
4929,JHN,MWF,740,1130-1220,111,690
4930,JHN,TTh,740,1030-1220,127,630
4931,JHN,TTh,920,130-320,127,810
4932,JHN,MTWTh,860,130-220,111,810
4933,JHN,F,860,1230-220,021,750
4934,JHN,F,980,230-420,021,870
4935,JHN,MWF,620,930-1020,022,570
4936,JHN,MWF,680,1030-1120,117,630
4937,JHN,MW,950,230-350,175,870
4938,JHN,TTh,740,1030-1220,021,630
4939,JHN,TTh,980,230-420,021,870
4940,JHN,MW,800,1230-120,026,750
4941,JHN,MWF,890,130-250,127,810
4942,HCK,TTh,650,930-1050,346,570
4943,JHN,W,1070,430-550P,175,990
4944,OCE,TTh,1100,430-620P,302,990
4945,OCE,MF,1100,430-620P,302,990
4946,JHN,W,1070,430-550P,175,990
4947,OCE,TTh,1100,430-620P,302,990
4948,OCE,MF,1100,430-620P,302,990
4949,JHN,TTh,1010,330-450,022,930
4950,JHN,F,770,1130-1250,127,690
4951,JHN,MW,860,100-220,027,780
4952,JHN,MWF,890,130-250,127,810
4953,JHN,MWF,620,930-1020,022,570
4954,JHN,MWF,680,1030-1120,117,630
4955,JHN,MW,710,1030-1150,022,630
4956,JHN,M,1040,400-520,026,960
4957,JHN,MW,800,1230-120,026,750
4958,MGH,TTh,770,1130-1250,255,690
4959,ATG,W,800,1200-120,154,720
4960,JHN,W,1070,430-550P,175,990
4961,OCE,TTh,1100,430-620P,302,990
4962,OCE,MF,1100,430-620P,302,990
4963,ATG,TTh,890,130-250,310,810
4964,JHN,F,620,930-1020,026,570
4965,JHN,TTh,860,100-220,027,780
4966,JHN,W,1040,400-520,022,960
4967,JHN,W,1040,400-520,026,960
4968,JHN,Th,1010,330-450,075,930
4969,KNE,MWF,620,930-1020,110,570
4970,MGH,T,740,1030-1220,288,630
4971,MGH,T,740,1030-1220,284,630
4972,MGH,T,860,1230-220,074,750
4973,MGH,T,980,230-420,248,870
4974,PAA,Th,740,1030-1220,A212,630
4975,MGH,Th,740,1030-1220,074,630
4976,MGH,Th,860,1230-220,074,750
4977,MGH,Th,980,230-420,248,870
4978,FSH,MWF,860,130-220,102,810
4979,PAA,T,860,1230-220,A212,750
4980,SWS,T,620,830-1020,230,510
4981,ACC,T,620,830-1020,120,510
4982,ACC,Th,620,830-1020,120,510
4983,EEB,W,980,230-420,037,870
4984,ACC,MW,740,1030-1220,120,630
4985,SMI,MWF,800,1230-120,304,750
4986,SIG,TTh,1040,330-520,225,930
4987,FSH,MWF,560,830-920,107,510
4988,ACC,M,860,1230-220,120,750
4989,ACC,W,860,1230-220,120,750
4990,MGH,TTh,620,830-1020,231,510
4991,ACC,F,740,1130-1220,120,690
4992,FSH,MW,980,230-420,108,870
4993,CDH,MWF,680,1030-1120,139,630
4994,WFS,TTh,860,1230-220,201,750
4995,KNE,TTh,680,1000-1120,220,600
4996,SMI,W,620,930-1020,405,570
4997,SMI,W,680,1030-1120,405,630
4998,MGH,W,740,1130-1220,234,690
4999,BNS,W,800,1230-120,115,750
5000,ARC,TTh,800,1130-120,G070,690
5001,MGH,MW,1040,330-520,255,930
5002,MEB,MW,770,1130-1250,245,690
5003,ACC,TTh,980,230-420,120,870
5004,MGH,MW,620,900-1020,238,540
5005,ACC,TTh,740,1030-1220,120,630
5006,FSH,MW,860,100-220,108,780
5007,FSH,MW,950,230-350,107,870
5008,PCAR,T,1070,400-550,290,960
5009,BAG,MWF,800,1230-120,154,750
5010,PAR,T,980,130-420,206,810
5011,WFS,T,920,230-320,201,870
5012,WFS,MW,740,1100-1220,105,660
5013,WFS,MW,650,930-1050,105,570
5014,WFS,MWF,980,230-420,105,870
5015,BLD,T,920,1230-320,261,750
5016,WFS,MWF,830,1230-150,105,750
5017,WFS,Th,950,230-350,105,870
5018,KNE,MTWThF,860,130-220,210,810
5019,PAA,MWF,560,830-920,A118,510
5020,BLD,M,800,1130-120,261,690
5021,BLD,W,680,930-1120,261,570
5022,BLD,W,800,1130-120,261,690
5023,BLD,Th,1040,330-520,261,930
5024,BLD,M,680,930-1120,261,570
5025,BLD,Th,920,130-320,261,810
5026,WFS,T,650,930-1050,201,570
5027,WFS,Th,980,130-420,107,810
5028,WFS,F,980,130-420,107,810
5029,MOR,MWF,740,1130-1220,230,690
5030,MGH,MW,680,830-1120,030,510
5031,WFS,MWF,620,930-1020,201,570
5032,AND,T,980,1230-420,306,750
5033,AND,W,980,1230-420,306,750
5034,WFS,Th,800,1230-120,105,750
5035,AND,TTh,1130,430-650P,223,990
5036,EGL,TTh,1010,330-450,001,930
5037,MEB,MWF,740,1130-1220,246,690
5038,WFS,M,860,1230-220,107,750
5039,WFS,T,920,130-320,107,810
5040,CDH,MWF,680,1030-1120,139,630
5041,WFS,TTh,860,1230-220,201,750
5042,AND,MWF,980,330-420,010,930
5043,WFS,TTh,710,1030-1150,105,630
5044,WFS,MW,950,230-350,107,870
5045,AND,TTh,890,1230-250,022,750
5046,AND,MWF,800,1230-120,008,750
5047,AND,TTh,680,930-1120,022,570
5048,SMI,M,680,830-1120,109,510
5049,CDH,MW,830,1230-150,139,750
5050,ACC,TTh,980,230-420,120,870
5051,DRC,F,890,100-250,103,780
5052,DRC,F,890,100-250,103,780
5053,MAR,MW,710,1030-1150,168,630
5054,SMI,MW,680,930-1120,305,570
5055,DRC,TTh,830,1230-150,103,750
5056,DRC,Th,950,300-350,103,900
5057,AND,T,650,830-1050,306,510
5058,WFS,MWF,560,830-920,105,510
5059,DRC,Th,890,200-250,103,840
5060,WFS,TTh,710,1030-1150,105,630
5061,WFS,Th,800,1230-120,105,750
5062,DRC,F,740,930-1220,103,570
5063,MOR,MWF,740,1130-1220,230,690
5064,BLD,MW,980,130-420,261,810
5065,AND,M,920,130-320,306,810
5066,WFS,T,950,100-350,105,780
5067,ELG,TTh,1010,330-450,001,930
5068,CDH,MWF,680,1030-1120,139,630
5069,CDH,MWF,680,1030-1120,139,630
5070,AND,T,650,830-1050,306,510
5071,DRC,Th,950,300-350,103,900
5072,DRC,TTh,830,1230-150,103,750
5073,AND,TTh,890,1230-250,022,750
5074,MGH,MW,620,900-1020,238,540
5075,FSH,TTh,620,900-1020,108,540
5076,OTB,TTh,890,130-250,014,810
5077,FSH,MW,710,1030-1150,109,630
5078,THO,M,1010,300-450,125,900
5079,FTR,F,710,900-1150,106,540
5080,OUG,W,860,1230-220,141,750
5081,SOCC,Th,800,1030-120,308,630
5082,FSH,MW,950,230-350,109,870
5083,MSB,T,1010,330-450,123,930
5084,MGH,MTF,800,1230-120,389,750
5085,OCE,W,740,1030-1220,121,630
5086,OCE,W,860,1230-220,121,750
5087,OCE,Th,740,1030-1220,121,630
5088,OCE,Th,860,1230-220,121,750
5089,OTB,MTWThF,920,930-320,205,570
5090,OCN,MWF,740,1130-1220,425,690
5091,OTB,T,740,1130-1220,205,690
5092,OTB,Th,740,1130-1220,205,690
5093,OTB,TTh,980,230-420,051,870
5094,JHN,TTh,680,1000-1120,075,600
5095,JHN,TTh,680,1000-1120,075,600
5096,JHN,MWF,620,930-1020,102,570
5097,JHN,MWF,620,930-1020,102,570
5098,FSH,T,680,830-1120,142,510
5099,FSH,T,980,130-420,142,810
5100,FSH,W,980,130-420,142,810
5101,FSH,Th,680,830-1120,142,510
5102,FSH,Th,980,130-420,142,810
5103,FSH,F,980,130-420,142,810
5104,OCN,MTTh,860,130-220,425,810
5105,OTB,WF,920,130-320,051,810
5106,OTB,WF,920,130-320,051,810
5107,OCN,MTWF,680,1030-1120,425,630
5108,OCN,T,620,930-1020,425,570
5109,OTB,T,800,1230-120,102,750
5110,OTB,T,860,130-220,102,810
5111,OTB,T,920,230-320,102,870
5112,OTB,Th,800,1230-120,102,750
5113,OTB,Th,860,130-220,102,810
5114,SIG,M,950,230-350,227,870
5115,OCN,W,620,900-1020,111,540
5116,OCN,W,950,230-350,111,870
5117,SIG,TTh,800,1130-120,229,690
5118,OTB,Th,1040,430-520P,211,990
5119,SIG,M,950,230-350,227,870
5120,OCN,W,620,900-1020,111,540
5121,OCN,W,950,230-350,111,870
5122,MSB,Th,680,1000-1120,123,600
5123,MSB,Th,680,1000-1120,123,600
5124,OCN,W,950,230-350,425,870
5125,OTB,TTh,830,1230-150,205,750
5126,JHN,MTWF,740,1130-1220,175,690
5127,OTB,MWF,680,1030-1120,205,630
5128,MSB,T,920,200-320,123,840
5129,ATG,TTh,890,130-250,310,810
5130,MGH,MTWThF,1040,430-520P,251,990
5131,MOR,MWF,860,130-220,220,810
5132,EEB,TTh,950,230-350,125,870
5133,MGH,W,740,1030-1220,044,630
5134,MGH,W,980,230-420,044,870
5135,MGH,F,620,830-1020,030,510
5136,FSH,MWF,800,1230-120,102,750
5137,MGH,T,620,830-1020,030,510
5138,MGH,W,620,830-1020,044,510
5139,MGH,F,980,230-420,044,870
5140,MOR,MW,740,1030-1220,220,630
5141,GWN,F,860,130-220,301,810
5142,MGH,MW,920,130-320,076,810
5143,MGH,MW,1040,330-520,284,930
5144,SAV,MW,1160,530-720P,158,1050
5145,BLD,TTh,920,130-320,070,810
5146,SAV,TTh,1040,330-520,155,930
5147,MGH,TTh,1160,530-720P,076,1050
5148,FSH,TTh,740,1030-1220,102,630
5149,MGH,T,980,330-420,082,930
5150,MGH,T,1040,430-520P,082,990
5151,MGH,W,860,130-220,082,810
5152,MGH,W,920,230-320,082,870
5153,MGH,W,980,330-420,082,930
5154,MGH,W,1040,430-520P,082,990
5155,GWN,MW,920,130-320,201,810
5156,MGH,F,920,230-320,258,870
5157,MGH,W,800,1230-120,085,750
5158,FSH,TTh,920,130-320,102,810
5159,MGH,T,980,330-420,076,930
5160,MGH,T,1040,430-520P,076,990
5161,MGH,W,980,330-420,076,930
5162,MGH,W,1040,430-520P,076,990
5163,MGH,W,1100,530-620P,076,1050
5164,MGH,W,1160,630-720P,076,1110
5165,PCAR,TTh,1040,330-520,192,930
5166,MGH,W,1100,530-620P,082,1050
5167,MGH,W,1160,630-720P,082,1110
5168,MGH,Th,860,130-220,082,810
5169,MGH,Th,920,230-320,082,870
5170,MGH,Th,860,130-220,076,810
5171,MGH,Th,920,230-320,076,870
5172,MGH,W,1220,730-820P,082,1170
5173,FSH,MW,740,1030-1220,102,630
5174,MGH,M,860,130-220,082,810
5175,MGH,M,920,230-320,082,870
5176,MGH,M,980,330-420,082,930
5177,MGH,M,1040,430-520P,082,990
5178,MGH,T,860,130-220,082,810
5179,MGH,T,920,230-320,082,870
5180,EEB,MW,1040,330-520,105,930
5181,MGH,M,1100,530-620P,082,1050
5182,MGH,M,1160,630-720P,082,1110
5183,MGH,M,1220,730-820P,082,1170
5184,MGH,T,1100,530-620P,082,1050
5185,MGH,T,1160,630-720P,082,1110
5186,MGH,T,1220,730-820P,082,1170
5187,EEB,TTh,860,100-220,105,780
5188,EEB,MW,590,830-950,105,510
5189,MGH,M,740,1030-1220,254,630
5190,JHN,T,620,830-1020,026,510
5191,EEB,T,740,1030-1220,025,630
5192,BLD,M,740,1030-1220,070,630
5193,GWN,TTh,770,1130-1250,201,690
5194,MGH,W,620,830-1020,254,510
5195,MGH,W,740,1030-1220,254,630
5196,JHN,Th,620,830-1020,026,510
5197,EEB,TTh,1160,530-720P,025,1050
5198,MGH,MW,620,830-1020,334,510
5199,MGH,MW,920,130-320,234,810
5200,EEB,MW,920,130-320,125,810
5201,BLD,MW,1160,530-720P,070,1050
5202,BLD,TTh,1040,330-520,070,930
5203,SIG,TTh,1160,530-720P,226,1050
5204,MGH,MW,620,830-1020,430,510
5205,MGH,TTh,740,1030-1220,430,630
5206,MGH,TTh,920,130-320,430,810
5207,MGH,MW,740,1030-1220,430,630
5208,LOW,MW,740,1030-1220,106,630
5209,DEM,MW,1040,330-520,004,930
5210,GWN,TTh,1040,330-520,201,930
5211,SIG,TTh,1160,530-720P,224,1050
5212,MGH,TTh,1040,330-520,430,930
5213,JHN,WF,1160,530-720P,022,1050
5214,SMI,MW,1040,330-520,102,930
5215,EEB,M,1100,530-620P,025,1050
5216,EEB,T,860,130-220,025,810
5217,JHN,TTh,1040,330-520,026,930
5218,MGH,MW,1040,330-520,234,930
5219,JHN,MW,620,830-1020,026,510
5220,MGH,TTh,620,830-1020,430,510
5221,MGH,MW,920,130-320,430,810
5222,MGH,MW,1160,530-720P,430,1050
5223,MGH,TTh,740,1030-1220,238,630
5224,BLD,T,1220,530-820P,070,1050
5225,BLD,TTh,590,830-950,070,510
5226,BLD,M,920,130-320,070,810
5227,MGH,MW,1040,330-520,097,930
5228,MGH,MW,740,1030-1220,282,630
5229,MGH,MW,740,1030-1220,282,630
5230,DEN,TTh,920,130-320,256,810
5231,JHN,TTh,1160,530-720P,111,1050
5232,SAV,Th,1220,530-820P,156,1050
5233,ARC,F,980,130-420,G070,810
5234,MGH,F,1220,530-820P,430,1050
5235,DEM,M,860,130-220,112,810
5236,MGH,T,980,130-420,254,810
5237,HST,W,800,1230-120,T435,750
5238,HSK,T,1070,400-550,K450,960
5239,PCAR,F,920,130-320,192,810
5240,NAN,Th,920,230-320,181,870
5241,MEB,TTh,920,130-320,243,810
5242,HST,W,1040,400-520,T530,960
5243,FSH,TTh,980,230-420,107,870
5244,NAN,T,860,100-220,181,780
5245,THO,MW,800,1230-120,125,750
5246,NAN,Th,1010,330-450,181,930
5247,LAW,MW,1160,530-720P,127,1050
5248,ALD,M,950,100-350,103,780
5249,HSG,MWF,620,930-1020,G328,570
5250,HSG,MWF,680,1030-1120,G328,630
5251,HST,M,1010,330-450,T639,930
5252,SAV,F,920,130-320,264,810
5253,HST,M,920,130-320,T663,810
5254,SMI,TTh,980,230-420,120,870
5255,SMI,TTh,980,230-420,120,870
5256,KNE,MWF,1040,430-520P,130,990
5257,CDH,M,740,1130-1220,139,690
5258,CDH,M,800,1230-120,110B,750
5259,BNS,T,920,230-320,117,870
5260,BNS,T,980,330-420,117,930
5261,BNS,T,1040,430-520P,117,990
5262,LOW,W,560,830-920,105,510
5263,LOW,W,620,930-1020,105,570
5264,CMU,W,800,1230-120,226,750
5265,LOW,W,860,130-220,102,810
5266,LOW,F,620,930-1020,101,570
5267,MEB,F,740,1130-1220,248,690
5268,CDH,F,800,1230-120,110A,750
5269,CDH,F,860,130-220,110A,810
5270,CDH,F,920,230-320,110B,870
5271,CDH,F,980,330-420,110A,930
5272,THO,TTh,680,1000-1120,101,600
5273,EXED,F,680,1000-1120,110,600
5274,PCAR,T,740,1130-1220,192,690
5275,KNE,T,800,1230-120,120,750
5276,SIG,F,800,1130-120,134,690
5277,JHN,M,800,1230-120,075,750
5278,KNE,T,800,1230-120,120,750
5279,HST,W,740,1030-1220,T531,630
5280,OUG,F,980,230-420,141,870
5281,HST,MW,980,300-420,T359,900
5282,SOCC,TTh,620,830-1020,303,510
5283,ART,F,860,130-220,004,810
5284,HST,TTh,770,1130-1250,T360+A,690
5285,HST,MW,950,230-350,T635,870
5286,DEN,F,740,1130-1220,256,690
5287,HST,MW,620,830-1020,T635,510
5288,LOW,F,920,130-320,115,810
5289,HCK,TTh,560,830-920,132,510
5290,EEB,F,560,830-920,031,510
5291,EEB,F,620,930-1020,031,570
5292,EEB,F,680,1030-1120,003,630
5293,EEB,F,740,1130-1220,003,690
5294,EEB,F,800,1230-120,003,750
5295,FSH,T,800,1230-120,102,750
5296,OTB,MWF,620,930-1020,014,570
5297,LOW,M,860,130-220,113,810
5298,FSH,M,860,130-220,109,810
5299,BAG,M,860,130-220,331A,810
5300,BAG,MWF,560,830-920,260,510
5301,BNS,F,800,1230-120,115,750
5302,BAG,F,800,1230-120,331A,750
5303,BAG,F,860,130-220,331A,810
5304,FSH,F,860,130-220,109,810
5305,BIOE,W,1100,330-620,N151,930
5306,BIOE,Th,740,930-1220,N151,570
5307,BIOE,Th,980,130-420,N151,810
5308,BIOE,T,740,930-1220,N151,570
5309,BIOE,T,980,130-420,N151,810
5310,MGH,M,1040,430-520P,241,990
5311,MGH,M,1040,430-520P,241,990
5312,CDH,M,710,1030-1150,135,630
5313,MGH,MWF,620,930-1020,231,570
5314,THO,MW,800,1230-120,125,750
5315,MGH,TTh,770,1130-1250,085,690
5316,BIOE,W,1070,430-550P,N130A,990
5317,FSH,TTh,980,230-420,107,870
5318,NAN,WF,980,300-420,181,900
5319,GLD,MW,890,130-250,436,810
5320,JHN,TTh,830,1230-150,175,750
5321,BNS,WF,890,130-250,203,810
5322,BAG,TTh,770,1130-1250,261,690
5323,GLD,TTh,950,230-350,117,870
5324,BNS,MW,980,300-420,203,900
5325,BIOE,T,1100,430-620P,N140,990
5326,JHN,TTh,1100,430-620P,175,990
5327,BNS,Th,980,330-420,117,930
5328,MGH,MWF,620,930-1020,231,570
5329,THO,MW,800,1230-120,125,750
5330,BIOE,M,1100,430-620P,N130A,990
5331,MEB,MW,740,1030-1220,251,630
5332,MGH,TTh,680,1000-1120,097,600
5333,MGH,TTh,770,1130-1250,085,690
5334,BIOE,W,1070,400-550P,N130A,960
5335,FSH,TTh,980,230-420,107,870
5336,NAN,WF,980,300-420,181,900
5337,GLD,MW,890,130-250,436,810
5338,BNS,WF,890,130-250,203,810
5339,BAG,TTh,770,1130-1250,261,690
5340,GLD,TTh,950,230-350,117,870
5341,BNS,MW,980,300-420,203,900
5342,LOW,TTh,860,1230-220,105,750
5343,LOW,F,800,1230-120,111,750
5344,LOW,F,860,130-220,112,810
5345,LOW,TTh,1010,300-450,201,900
5346,SAV,W,950,300-350,130,900
5347,SAV,W,1010,400-450,130,960
5348,KNE,M,1010,330-450,110,930
5349,KNE,M,1010,330-450,110,930
5350,KNE,M,1010,330-450,110,930
5351,THO,M,1010,300-450,125,900
5352,BIOE,W,1070,430-550P,N130A,990
5353,KNE,M,1010,330-450,110,930
5354,THO,M,1010,300-450,125,900
5355,GNOM,TTh,590,830-950,S060,510
5356,GNOM,TTh,590,830-950,S060,510
5357,SOCC,MW,860,100-220,221,780
5358,SOCC,MW,860,100-220,221,780
5359,SOCC,MW,860,100-220,221,780
5360,HSI,MTWThF,950,900-350,I132,540
5361,HST,MW,980,230-420,T531,870
5362,BIOE,W,1070,400-550P,N130A,960
5363,HST,WF,770,1130-1250,T747,690
5364,SOCC,MW,740,1030-1220,350,630
5365,SOCC,MTWThF,1010,800-450,303,480
5366,SOCC,M,740,1030-1220,308,630
5367,HST,MTWThF,1040,730-520,T739,1170
5368,HST,TWThF,1040,730-520,T530,1170
5369,HSBB,T,920,130-320,BB1404,810
5370,SOCC,F,860,100-220,303,780
5371,HSE,T,1190,430-750P,E214,990
5372,HST,W,800,1230-120,T435,750
5373,SOCC,T,680,830-1120,254,510
5374,SOCC,W,680,830-1120,254,510
5375,SOCC,W,1250,600-850P,254,1080
5376,SOCC,Th,680,830-1120,254,510
5377,HST,F,1040,400-520,T641,960
5378,HST,T,590,830-950,T663,510
5379,HST,Th,1160,530-720P,T498,1050
5380,LAW,TTh,1020,330-500,138,930
5381,LAW,TTh,1020,330-500,138,930
5382,LAW,TTh,1020,330-500,138,930
5383,LAW,MTWTh,885,130-245,138,810
5384,LAW,MTWTh,885,130-245,119,810
5385,LAW,MTWTh,885,130-245,133,810
5386,LAW,MWThF,740,1030-1220,127,630
5387,LAW,MWThF,740,1030-1220,133,630
5388,LAW,TTh,620,900-1020,117,540
5389,LAW,F,620,900-1020,207,540
5390,LAW,TTh,620,900-1020,119,540
