,building,day,end,original_time,room,start
5391,LAW,F,620,900-1020,118,540
5392,LAW,TTh,620,900-1020,116,540
5393,LAW,F,620,900-1020,212-213,540
5394,LAW,TTh,620,900-1020,118,540
5395,LAW,F,620,900-1020,116,540
5396,LAW,TF,620,900-1020,133,540
5397,LAW,TTh,1140,530-700P,127,1050
5398,LAW,TTh,1140,530-700P,127,1050
5399,LAW,TTh,1140,530-700P,127,1050
5400,LAW,TTh,1140,530-700P,127,1050
5401,LAW,TTh,1140,530-700P,127,1050
5402,LAW,TTh,1140,530-700P,127,1050
5403,LAW,TTh,740,1030-1220,117,630
5404,LAW,TTh,740,1030-1220,117,630
5405,LAW,MWF,740,1030-1220,117,630
5406,LAW,TTh,740,1030-1220,117,630
5407,LAW,TTh,590,830-950,212-213,510
5408,LAW,TTh,590,830-950,212-213,510
5409,LAW,TTh,590,830-950,212-213,510
5410,LAW,TTh,590,830-950,212-213,510
5411,LAW,MW,620,830-1020,127,510
5412,LAW,MW,620,830-1020,127,510
5413,LAW,MW,620,830-1020,127,510
5414,LAW,MW,620,830-1020,127,510
5415,LAW,MW,620,830-1020,127,510
5416,LAW,MWF,620,830-1020,117,510
5417,LAW,MWF,620,830-1020,117,510
5418,LAW,MWF,620,830-1020,117,510
5419,LAW,TTh,920,130-320,217,810
5420,LAW,TTh,920,130-320,217,810
5421,LAW,TTh,920,130-320,217,810
5422,LAW,MWF,920,150-320,127,830
5423,LAW,MWF,920,150-320,127,830
5424,LAW,MWF,920,150-320,127,830
5425,LAW,MW,620,830-1020,119,510
5426,LAW,MW,620,830-1020,119,510
5427,LAW,MW,620,830-1020,119,510
5428,LAW,MW,620,830-1020,119,510
5429,LAW,MW,620,830-1020,119,510
5430,LAW,T,740,930-1220,441,570
5431,LAW,T,740,930-1220,441,570
5432,LAW,T,740,930-1220,441,570
5433,LAW,TTh,920,130-320,118,810
5434,LAW,TTh,920,130-320,118,810
5435,LAW,TTh,920,130-320,118,810
5436,LAW,MW,920,130-320,207,810
5437,LAW,MW,920,130-320,207,810
5438,LAW,MW,920,130-320,207,810
5439,LAW,TTh,740,1030-1220,207,630
5440,LAW,TTh,740,1030-1220,207,630
5441,LAW,TTh,740,1030-1220,207,630
5442,LAW,TTh,920,130-320,207,810
5443,LAW,TTh,920,130-320,207,810
5444,LAW,TTh,920,130-320,207,810
5445,LAW,TTh,920,130-320,207,810
5446,LAW,W,620,830-1020,441,510
5447,LAW,W,620,830-1020,441,510
5448,LAW,W,620,830-1020,441,510
5449,LAW,MW,920,130-320,118,810
5450,LAW,MW,920,130-320,118,810
5451,LAW,MW,920,130-320,118,810
5452,LAW,MW,920,130-320,118,810
5453,LAW,MW,620,900-1020,118,540
5454,LAW,MW,620,900-1020,118,540
5455,LAW,W,1040,330-520,118,930
5456,LAW,W,1040,330-520,118,930
5457,LAW,W,1040,330-520,118,930
5458,LAW,W,1040,330-520,118,930
5459,LAW,W,1040,330-520,118,930
5460,LAW,W,1040,330-520,118,930
5461,LAW,MWF,740,1030-1220,119,630
5462,LAW,MWF,740,1030-1220,119,630
5463,LAW,MWF,740,1030-1220,119,630
5464,LAW,TTh,1040,330-520,127,930
5465,LAW,TTh,1040,330-520,127,930
5466,LAW,MWF,740,1030-1220,117,630
5467,LAW,MWF,740,1030-1220,117,630
5468,LAW,MWF,740,1030-1220,117,630
5469,LAW,TTh,620,830-1020,127,510
5470,LAW,TTh,620,830-1020,127,510
5471,LAW,TTh,620,830-1020,127,510
5472,LAW,TTh,620,830-1020,127,510
5473,LAW,TTh,620,830-1020,127,510
5474,LAW,TThF,920,130-320,117,810
5475,LAW,TThF,920,130-320,117,810
5476,LAW,TThF,920,130-320,117,810
5477,LAW,M,1140,430-700P,119,990
5478,LAW,M,1140,430-700P,119,990
5479,LAW,M,1140,430-700P,119,990
5480,LAW,M,1140,430-700P,119,990
5481,LAW,M,1040,330-520,133,930
5482,LAW,W,1160,530-720P,133,1050
5483,LAW,W,1160,530-720P,138,1050
5484,LAW,Th,1160,530-720P,138,1050
5485,LAW,Th,1160,530-720P,133,1050
5486,LAW,TTh,620,830-1020,L201,510
5487,LAW,TTh,620,830-1020,L201,510
5488,LAW,TTh,620,830-1020,L201,510
5489,LAW,TTh,620,830-1020,L201,510
5490,LAW,T,620,900-1020,260,540
5491,LAW,T,620,900-1020,260,540
5492,LAW,TTh,1040,330-520,L202,930
5493,LAW,W,1040,330-520,119,930
5494,LAW,W,1040,330-520,119,930
5495,LAW,W,1040,330-520,119,930
5496,LAW,W,1040,330-520,119,930
5497,LAW,M,1110,530-630P,441,1050
5498,LAW,M,1110,530-630P,441,1050
5499,LAW,TTh,900,130-300,212-213,810
5500,LAW,TTh,900,130-300,212-213,810
5501,LAW,TTh,900,130-300,212-213,810
5502,LAW,TTh,900,130-300,212-213,810
5503,LAW,TTh,920,130-320,116,810
5504,LAW,TTh,920,130-320,116,810
5505,LAW,TTh,920,130-320,116,810
5506,LAW,TTh,920,130-320,116,810
5507,LAW,TTh,920,130-320,116,810
5508,LAW,TTh,920,130-320,116,810
5509,LAW,TTh,920,130-320,116,810
5510,LAW,TTh,920,130-320,116,810
5511,LAW,TTh,920,130-320,116,810
5512,LAW,MW,740,1030-1220,212-213,630
5513,LAW,MW,740,1030-1220,212-213,630
5514,LAW,MW,740,1030-1220,212-213,630
5515,LAW,MW,740,1030-1220,212-213,630
5516,LAW,MW,740,1030-1220,212-213,630
5517,LAW,MW,740,1030-1220,212-213,630
5518,LAW,MW,740,1030-1220,212-213,630
5519,LAW,MW,740,1030-1220,212-213,630
5520,LAW,MW,740,1030-1220,212-213,630
5521,LAW,TTh,740,1030-1220,118,630
5522,LAW,TTh,740,1030-1220,118,630
5523,LAW,TTh,740,1030-1220,118,630
5524,LAW,TTh,740,1030-1220,118,630
5525,LAW,TTh,740,1030-1220,118,630
5526,LAW,TTh,740,1030-1220,118,630
5527,LAW,TTh,740,1030-1220,118,630
5528,LAW,TTh,740,1030-1220,118,630
5529,LAW,TTh,740,1030-1220,118,630
5530,LAW,MW,1040,330-520,116,930
5531,LAW,MW,1040,330-520,116,930
5532,LAW,M,920,130-320,212-213,810
5533,LAW,M,920,130-320,212-213,810
5534,LAW,M,920,130-320,212-213,810
5535,LAW,MW,920,130-320,116,810
5536,LAW,F,740,1030-1220,441,630
5537,LAW,WF,920,130-320,212-213,810
5538,LAW,T,1160,530-720P,207,1050
5539,LAW,MW,740,1030-1220,207,630
5540,LAW,MW,740,1030-1220,207,630
5541,LAW,MW,620,830-1020,116,510
5542,LAW,MW,620,830-1020,116,510
5543,LAW,MW,620,830-1020,116,510
5544,LAW,TTh,1040,330-520,118,930
5545,LAW,TTh,1040,330-520,118,930
5546,LAW,TTh,1040,330-520,118,930
5547,LAW,MW,1040,330-520,127,930
5548,LAW,MW,1040,330-520,127,930
5549,LAW,MW,1040,330-520,127,930
5550,LAW,MW,1040,330-520,127,930
5551,LAW,W,1100,530-620P,212-213,1050
5552,LAW,Th,1100,530-620P,207,1050
5553,LAW,W,1100,530-620P,207,1050
5554,LAW,TTh,1020,330-500,138,930
5555,LAW,TTh,1020,330-500,138,930
5556,LAW,F,920,130-320,207,810
5557,LAW,MW,720,1030-1200,441,630
5558,LAW,F,920,130-320,207,810
5559,LAW,MW,740,1100-1220,116,660
5560,LAW,MW,740,1100-1220,116,660
5561,LAW,MW,740,1100-1220,116,660
5562,LAW,F,740,1030-1220,212-213,630
5563,LAW,F,740,1030-1220,212-213,630
5564,LAW,TTh,1040,330-520,441,930
5565,LAW,MW,1040,330-520,207,930
5566,LAW,MW,1040,330-520,207,930
5567,LAW,TTh,1040,330-520,207,930
5568,LAW,TTh,1040,330-520,207,930
5569,GLD,Th,1250,600-850P,142,1080
5570,GLD,Th,1250,600-850P,142,1080
5571,GLD,Th,1250,600-850P,142,1080
5572,LAW,MW,620,830-1020,207,510
5573,LAW,MW,620,830-1020,207,510
5574,LAW,MW,620,830-1020,207,510
5575,LAW,MW,620,830-1020,207,510
5576,LAW,F,620,830-1020,119,510
5577,LAW,F,620,830-1020,119,510
5578,LAW,F,620,830-1020,119,510
5579,LAW,F,620,830-1020,119,510
5580,LAW,F,620,830-1020,119,510
5581,LAW,MW,1040,330-520,217,930
5582,LAW,MW,1040,330-520,217,930
5583,LAW,MW,1040,330-520,217,930
5584,LAW,MW,1040,330-520,217,930
5585,LAW,MW,1040,330-520,217,930
5586,LAW,MW,1040,330-520,217,930
5587,LAW,MW,1160,530-720P,127,1050
5588,LAW,MW,1160,530-720P,127,1050
5589,LAW,TTh,1040,330-520,217,930
5590,LAW,F,620,830-1020,127,510
5591,LAW,F,620,830-1020,127,510
5592,LAW,F,620,830-1020,127,510
5593,LAW,F,620,830-1020,127,510
5594,LAW,T,620,830-1020,207,510
5595,LAW,T,620,830-1020,207,510
5596,LAW,TTh,1040,330-520,212-213,930
5597,LAW,TTh,1040,330-520,212-213,930
5598,LAW,TTh,740,1030-1220,138,630
5599,LAW,TTh,740,1030-1220,138,630
5600,LAW,TTh,740,1030-1220,138,630
5601,LAW,TTh,740,1030-1220,138,630
5602,LAW,W,740,1030-1220,118,630
5603,LAW,W,740,1030-1220,118,630
5604,LAW,W,740,1030-1220,118,630
5605,HST,T,920,130-320,T739,810
5606,HST,T,920,130-320,T739,810
5607,HST,T,920,130-320,T739,810
5608,LAW,MW,920,130-320,441,810
5609,LAW,MW,920,130-320,441,810
5610,LAW,MW,920,130-320,441,810
5611,LAW,TTh,1040,330-520,119,930
5612,LAW,TTh,1040,330-520,119,930
5613,LAW,TTh,1040,330-520,119,930
5614,LAW,MW,920,130-320,117,810
5615,LAW,MW,920,130-320,117,810
5616,LAW,MW,920,130-320,117,810
5617,LAW,TTh,900,130-300,127,810
5618,LAW,TTh,900,130-300,127,810
5619,LAW,TTh,900,130-300,127,810
5620,LAW,Th,1100,530-620P,441,1050
5621,LAW,Th,1100,530-620P,441,1050
5622,LAW,MW,1095,500-615P,117,1020
5623,LAW,MW,1095,500-615P,117,1020
5624,LAW,MW,1185,630-745P,117,1110
5625,LAW,MW,1185,630-745P,117,1110
5626,LAW,MW,1185,630-745P,117,1110
5627,LAW,MTWTh,1110,400-630,117,960
5628,LAW,MTWTh,1110,400-630,117,960
5629,LAW,MTWTh,1110,400-630,117,960
5630,LAW,MTWTh,1110,400-630,117,960
5631,LAW,Th,1190,500-750P,117,1020
5632,LAW,Th,1190,500-750P,117,1020
5633,LAW,M,740,1030-1220,118,630
5634,LAW,M,740,1030-1220,118,630
5635,LAW,M,740,1030-1220,118,630
5636,LAW,T,1175,600-735P,117,1080
5637,LAW,T,1175,600-735P,117,1080
5638,LAW,T,1175,600-735P,117,1080
5639,LAW,T,1175,600-735P,117,1080
5640,LAW,T,1055,400-535,117,960
5641,LAW,T,1055,400-535,117,960
5642,KNE,MWF,680,1030-1120,130,630
5643,HST,TTh,1040,130-520,T568-74,810
5644,ARC,MWF,560,830-920,147,510
5645,HST,Th,740,1130-1220,T531,690
5646,HST,M,860,130-220,T473,810
5647,HSE,W,800,1230-120,E216,750
5648,HST,Th,800,1230-120,T474,750
5649,HSE,M,980,330-420,E216,930
5650,HST,W,980,330-420,T478,930
5651,HST,T,740,1130-1220,T498,690
5652,HST,Th,860,130-220,T530,810
5653,HST,M,740,1130-1220,T473,690
5654,HSI,T,680,1030-1120,I142,630
5655,HST,M,680,1030-1120,T473,630
5656,HST,T,740,1130-1220,T359,690
5657,LOW,TTh,1010,300-450,113,900
5658,HSK,T,710,1030-1150,K069,630
5659,HST,MWF,740,1130-1220,T478,690
5660,HSJ,T,950,300-350,J412,900
5661,HSK,T,1070,400-550,K450,960
5662,HSE,TTh,980,230-420,E216,870
5663,HSRR,TTh,830,1130-150,RR134,690
5664,HSE,TTh,980,230-420,E216,870
5665,HST,MW,740,1100-1220,T530,660
5666,HSRR,TTh,830,1130-150,RR134,690
5667,HST,TTh,590,830-950,T439,510
5668,HSE,F,710,1030-1150,E212,630
5669,HSBB,MW,860,100-220,BB1404,780
5670,SOCC,M,740,1030-1220,303,630
5671,HST,TTh,920,200-320,T359,840
5672,HST,T,740,1130-1220,T530,690
5673,HST,MWF,620,930-1020,T439,570
5674,HST,T,620,830-1020,T489,510
5675,HST,T,740,1030-1220,T489,630
5676,HST,T,860,1230-220,T489,750
5677,HST,T,980,230-420,T489,870
5678,HST,W,800,1130-120,T489,690
5679,HST,W,920,130-320,T489,810
5680,HST,Th,620,830-1020,T489,510
5681,HST,Th,920,130-320,T489,810
5682,HSG,MWF,680,1030-1120,G328,630
5683,HST,MWF,800,1230-120,T739,750
5684,SOCC,TTh,860,100-220,350,780
5685,HSD,T,800,1130-120,D209,690
5686,HST,Th,1130,530-650P,T635,1050
5687,HSE,Th,1130,530-650P,E214,1050
5688,HST,F,740,800-1220,T531,480
5689,HST,M,1130,530-650P,T435,1050
5690,HST,MWF,620,930-1020,T435,570
5691,HST,T,560,830-920,T498,510
5692,HST,T,860,130-220,T473,810
5693,HST,W,680,1030-1120,T473,630
5694,HST,Th,680,1030-1120,T663,630
5695,HST,W,1040,430-520P,T663,990
5696,HST,MWF,860,130-220,T531,810
5697,HST,MWF,860,130-220,T531,810
5698,HST,T,680,830-1120,T567-75,510
5699,HST,T,980,130-420,T567-75,810
5700,HST,MTW,620,830-1020,T473,510
5701,HST,ThF,920,830-320,T567-75,510
5702,HST,W,920,130-320,T473,810
5703,HSRR,MWF,740,1030-1220,RR134,630
5704,HSD,W,1010,330-450,D209,930
5705,HSRR,W,920,230-320,RR134,870
5706,HST,MTTh,1040,130-520,T435,810
5707,HST,MTWTh,1040,130-520,T439,810
5708,HST,W,1130,530-650P,T473,1050
5709,HSK,F,650,900-1050,K250,540
5710,HST,WF,770,1130-1250,T747,690
5711,HSK,F,830,1200-150,K069,720
5712,HSE,T,1130,530-650P,E308,1050
5713,HST,F,500,700-820,T625,1140
5714,HST,Th,680,900-1120,T473,540
5715,HST,MWF,740,1130-1220,T439,690
5716,HST,TTh,920,130-320,T379,810
5717,HST,TTh,920,130-320,T375,810
5718,HST,TTh,920,130-320,T370,810
5719,HST,TTh,740,1030-1220,T375,630
5720,HST,TTh,740,1030-1220,T370,630
5721,HST,TTh,740,1030-1220,T379,630
5722,HST,MWF,980,230-420,T380,870
5723,HST,MWF,980,230-420,T376,870
5724,HST,MWF,980,230-420,T370,870
5725,HST,MWF,860,130-220,T625,810
5726,HST,MWF,740,1130-1220,T498,690
5727,HST,MWF,800,1230-120,T379,750
5728,HST,MWF,800,1230-120,T375,750
5729,HST,T,1040,400-520,T639,960
5730,HSJ,F,620,930-1020,J156,570
5731,GNOM,Th,650,1000-1050,S060,600
5732,HSK,Th,740,900-1220,K423A,540
5733,HST,MW,950,230-350,T530,870
5734,HST,MW,620,900-1020,T530,540
5735,HST,T,830,100-150,T359,780
5736,HSE,Th,950,100-350,E212,780
5737,HSE,TTh,620,900-1020,E212,540
5738,HSE,MTWThF,590,900-950,E216,540
5739,HSI,M,650,1000-1050,I132,600
5740,HST,W,1070,430-550P,T739,990
5741,HST,Th,1130,600-650P,T359,1080
5742,HST,MWF,680,1030-1120,T625,630
5743,HST,T,950,200-350,T747,840
5744,HSD,Th,800,1230-120,D209,750
5745,HST,Th,1010,300-450,T478,900
5746,HSG,MWF,680,1030-1120,G328,630
5747,HSG,Th,1010,300-450,G417,900
5748,HST,W,1100,400-620,T480,960
5749,HSBB,T,1010,100-450,BB804,780
5750,HSBB,MW,620,830-1020,BB804,510
5751,HSBB,M,710,1030-1150,BB804,630
5752,HSBB,W,710,1030-1150,BB804,630
5753,HSBB,F,1010,100-450,BB804,780
5754,SOCC,Th,1010,300-450,342,900
5755,HSBB,MW,890,100-250,BB916,780
5756,HSBB,MW,1010,300-450,BB916,900
5757,HSBB,F,890,100-250,BB916,780
5758,HSBB,F,1010,300-450,BB916,900
5759,HST,F,620,830-1020,T747,510
5760,HSBB,W,770,1200-1250,BB938,720
5761,HSK,TTh,560,830-920,K069,510
5762,HST,W,740,1030-1220,T670,630
5763,HST,F,620,830-1020,T670,510
5764,HST,Th,680,930-1120,T670,570
5765,HST,MT,680,930-1120,T747,570
5766,HSA,F,710,1030-1150,A420,630
5767,HSA,F,710,1030-1150,A420,630
5768,HSBB,W,950,100-350,BB938,780
5769,UMCC,W,890,100-250,CC902,780
5770,UMCC,M,920,200-320,CC902,840
5771,UMCC,MWTh,620,830-1020,CC902,510
5772,UMCC,MTh,740,1030-1220,CC902,630
5773,HST,T,500,730-820,T435,1170
5774,SOCC,Th,860,100-220,221,780
5775,HST,Th,680,1000-1120,T739,600
5776,SOCC,Th,590,830-950,221,510
5777,HSA,T,710,1000-1150,A420,600
5778,SOCC,T,950,100-350,346,780
5779,SAV,TTh,1070,330-550,260,930
5780,SOCC,F,800,1030-120,221,630
5781,HST,Th,860,1230-220,T747,750
5782,HST,T,620,730-1020,T733,1170
5783,HST,W,1040,230-520,T625,870
5784,HST,W,680,830-1120,T747,510
5785,HST,W,860,1230-220,T498,750
5786,SOCC,T,830,1100-150,301,660
5787,HST,W,620,830-1020,T661,510
5788,HST,Th,620,830-1020,T661,510
5789,HST,W,740,1030-1220,T635,630
5790,HST,F,740,1030-1220,T661,630
5791,HST,F,740,1030-1220,T612,630
5792,HST,M,680,1030-1120,T612,630
5793,HST,W,680,830-1120,T474,510
5794,SOCC,Th,980,230-420,322,870
5795,HST,T,1130,400-650,T530,960
5796,SOCC,Th,1040,330-520,346,930
5797,SOCC,Th,1040,330-520,346,930
5798,HSBB,T,920,130-320,BB1404,810
5799,SOCC,W,860,1230-220,348,750
5800,SOCC,T,740,930-1220,221,570
5801,SOCC,T,1010,230-450,322,870
5802,HSA,Th,980,230-420,A420,870
5803,HST,W,910,1150-310,T627,710
5804,HST,W,910,1150-310,T627,710
5805,HST,W,680,800-1120,T627,480
5806,HST,T,680,800-1120,T627,480
5807,HST,T,910,1150-310,T627,710
5808,HST,T,680,800-1120,T627,480
5809,HSD,Th,680,1030-1120,D209,630
5810,HST,M,650,800-1050,T627,480
5811,HST,M,650,800-1050,T627,480
5812,HST,M,850,1120-210,T627,680
5813,HST,M,850,1120-210,T627,680
5814,HST,M,1050,240-530,T627,880
5815,HST,M,1050,240-530,T627,880
5816,HST,F,620,730-1020,T627,1170
5817,HST,F,620,730-1020,T627,1170
5818,HSK,M,740,1030-1220,K069,630
5819,HST,M,860,1230-220,T474,750
5820,HST,M,860,1230-220,T474,750
5821,HST,M,860,1230-220,T474,750
5822,HST,W,1100,400-620,T627,960
5823,HST,W,1100,400-620,T627,960
5824,HST,W,1100,400-620,T627,960
5825,HST,W,1100,400-620,T627,960
5826,HST,W,1100,400-620,T627,960
5827,SOCC,T,980,230-420,342,870
5828,SOCC,T,980,230-420,348,870
5829,HSE,T,740,1030-1220,E212,630
5830,HSE,T,980,230-420,E214,870
5831,HST,T,860,1030-220,T474A,630
5832,HST,W,1040,230-520,T474,870
5833,SOCC,T,560,830-920,221,510
5834,HST,T,620,830-1020,T530,510
5835,HSI,T,620,830-1020,I132,510
5836,SOCC,T,620,830-1020,350,510
5837,HSI,T,620,830-1020,I142,510
5838,SOCC,T,620,830-1020,301,510
5839,SOCC,T,620,830-1020,342,510
5840,HST,MWF,560,830-920,T625,510
5841,HST,T,620,930-1020,T625,570
5842,HST,Th,620,930-1020,T625,570
5843,HSK,Th,800,1230-120,K069,750
5844,HSH,T,650,900-1050,H074,540
5845,SOCC,T,740,1030-1220,346,630
5846,HST,MWF,620,930-1020,T739,570
5847,HST,T,620,930-1020,T639,570
5848,HST,Th,620,930-1020,T639,570
5849,HSH,M,1010,400-450,H074,960
5850,HSH,MF,890,100-250,H272G,780
5851,HSK,Th,800,1230-120,K069,750
5852,HST,MWF,680,1030-1120,T639,630
5853,HST,T,620,830-1020,T482,510
5854,HST,T,740,1030-1220,T482,630
5855,HST,T,860,1230-220,T482,750
5856,HST,T,980,230-420,T482,870
5857,SOCC,Th,650,900-1050,346,540
5858,SOCC,Th,890,130-250,308,810
5859,EEB,MWF,980,330-420,125,930
5860,EEB,MWF,980,330-420,125,930
5861,HST,M,920,130-320,T639,810
5862,HST,M,680,1030-1120,T739,630
5863,HST,T,1250,600-850P,T639,1080
5864,HSI,W,680,830-1120,I132,510
5865,HST,T,740,1030-1220,T739,630
5866,HST,M,980,230-420,T747,870
5867,HST,T,980,230-420,T474,870
5868,SOCC,T,860,1230-220,221,750
5869,SOCC,W,1130,500-650P,308,1020
5870,SOCC,Th,740,1030-1220,221,630
5871,HST,MWF,920,130-320,T739,810
5872,HST,M,740,1130-1220,T625,690
5873,HST,Th,680,930-1120,T482,570
5874,HST,Th,800,1130-120,T482,690
5875,HST,Th,920,130-320,T482,810
5876,HST,Th,1040,330-520,T482,930
5877,HST,Th,920,230-320,T739,870
5878,HST,W,980,330-420,T747,930
5879,HST,F,860,1230-220,T639,750
5880,HST,T,620,830-1020,T482,510
5881,HST,T,740,1030-1220,T482,630
5882,HST,T,860,1230-220,T482,750
5883,HST,T,980,230-420,T482,870
5884,HST,MWF,860,130-220,T747,810
5885,SOCC,W,800,1230-120,303,750
5886,HST,M,740,1130-1220,T747,690
5887,SOCC,W,920,230-320,221,870
5888,HST,W,800,1230-120,T739,750
5889,HST,F,800,1230-120,T625,750
5890,HST,W,1250,600-850P,T739,1080
5891,SOCC,Th,1250,600-850P,308,1080
5892,JHN,MWF,860,130-220,175,810
5893,PAR,T,860,100-220,106,780
5894,PAR,T,950,230-350,106,870
5895,DEN,TTh,680,1000-1120,112,600
5896,PAR,M,860,1130-220,308,690
5897,DEN,MW,590,830-950,112,510
5898,PAR,T,1220,530-820P,108,1050
5899,PAR,T,680,830-1120,308,510
5900,PAR,Th,560,830-920,308,510
5901,PAR,Th,740,1130-1220,308,690
5902,PAR,T,860,1130-220,308,690
5903,THO,Th,740,1130-1220,119,690
5904,THO,Th,800,1230-120,119,750
5905,PAR,W,1220,530-820P,308,1050
5906,PCAR,M,1040,430-520P,492,990
5907,PAR,F,740,1130-1220,106,690
5908,PAR,Th,860,1130-220,108,690
5909,PAR,F,680,1030-1120,108,630
5910,PAR,F,740,1130-1220,108,690
5911,PAR,MW,590,830-950,108,510
5912,PAR,Th,620,930-1020,308,570
5913,PAR,F,560,830-920,108,510
5914,PAR,TTh,950,230-350,108,870
5915,PAR,F,800,1230-120,108,750
5916,PAR,F,860,130-220,108,810
5917,SAV,T,1220,530-820P,264,1050
5918,PAR,Th,1040,430-520P,108,990
5919,RAI,Th,920,230-320,121,870
5920,PAR,TTh,680,1000-1120,108,600
5921,PAR,MW,680,1000-1120,108,600
5922,PAR,Th,680,1030-1120,308,630
5923,PAR,F,620,930-1020,108,570
5924,PAR,MW,950,230-350,108,870
5925,SMI,Th,680,1030-1120,107,630
5926,MGH,F,620,930-1020,228,570
5927,PCAR,M,1220,530-820P,192,1050
5928,DEN,W,1040,430-520P,259,990
5929,PAR,F,920,230-320,108,870
5930,PAR,M,1040,230-520,308,870
5931,ARC,MW,950,230-350,G070,870
5932,PAR,T,1040,230-520,308,870
5933,PAR,MW,1040,400-520,108,960
5934,PAR,Th,1220,530-820P,308,1050
5935,FSH,MW,710,1030-1150,109,630
5936,PAR,M,680,830-1120,308,510
5937,DEN,M,1040,230-520,303,870
5938,PAR,W,680,830-1120,308,510
5939,PAR,Th,1040,230-520,308,870
5940,DEN,Th,1220,530-820P,112,1050
5941,PAR,W,1220,530-820P,108,1050
5942,PAR,W,1040,230-520,308,870
5943,MLR,T,1130,430-650P,212,990
5944,DEN,M,1220,530-820P,112,1050
5945,SMI,T,1040,230-520,404,870
5946,MOR,TTh,620,830-1020,234,510
5947,DEN,TTh,770,1130-1250,112,690
5948,DEN,Th,1040,230-520,112,870
5949,PAR,M,1220,530-820P,308,1050
5950,MGH,T,860,1230-220,234,750
5951,PAR,Th,860,1230-220,308,750
5952,PAR,T,1040,400-520,108,960
5953,SMI,Sat.,860,830-220,304,510
5954,DEM,M,890,1130-250,002,690
5955,PAR,W,860,1130-220,308,690
5956,PAR,TTh,590,830-950,108,510
5957,PAR,M,980,330-420,305,930
5958,PAR,T,980,330-420,305,930
5959,PAR,T,860,1130-220,108,690
5960,PAR,TTh,590,830-950,305,510
5961,PAR,Th,860,1130-220,305,690
5962,PAR,T,680,830-1120,213,510
5963,PAR,W,800,1200-120,309,720
5964,HSD,MWF,740,1130-1220,D209,690
5965,HST,W,800,1230-120,T531,750
5966,HST,W,980,330-420,T473,930
5967,HST,Th,680,1030-1120,T531,630
5968,HST,F,560,830-920,T478,510
5969,SOCC,Th,1100,430-620P,221,990
5970,SOCC,W,920,130-320,303,810
5971,HST,MWF,620,930-1020,T625,570
5972,HST,W,800,1230-120,T635,750
5973,HST,W,920,230-320,T478,870
5974,HST,Th,560,830-920,T531,510
5975,HST,F,560,830-920,T635,510
5976,HSA,MWF,620,930-1020,A420,570
5977,HST,F,560,830-920,T530,510
5978,HSA,MWF,620,930-1020,A420,570
5979,HST,M,560,830-920,T498,510
5980,HST,W,740,1130-1220,T473,690
5981,HST,T,560,830-920,T359,510
5982,HST,MW,860,100-220,T478,780
5983,HST,TTh,920,130-320,T639,810
5984,HST,T,800,1230-120,T639,750
5985,HST,M,920,230-320,T625,870
5986,SOCC,MW,800,1130-120,301,690
5987,AND,TTh,680,1000-1120,008,600
5988,SOCC,MW,860,130-220,301,810
5989,HST,Th,1040,330-520,T639,930
5990,HSF,T,1010,400-450,F643,960
5991,HSF,W,1010,330-450,F643,930
5992,PDL,Th,680,930-1120,C301,570
5993,HST,T,950,230-350,T473,870
5994,OUG,TTh,680,1030-1120,136,630
5995,OUG,F,680,1030-1120,141,630
5996,OUG,F,680,1030-1120,141,630
5997,OUG,F,740,1130-1220,141,690
5998,OUG,F,740,1130-1220,141,690
5999,HST,MWF,800,1230-120,T473,750
6000,HST,MWF,680,1030-1120,T435,630
6001,HST,MWF,680,1030-1120,T435,630
6002,SOCC,MWF,980,330-420,303,930
6003,HST,MWF,740,1130-1220,T435,690
6004,HSD,TTh,620,900-1020,D209,540
6005,HST,TTh,920,130-320,T498,810
6006,SOCC,F,980,130-420,221,810
6007,HSD,MWF,800,1230-120,D209,750
6008,HST,T,1010,330-450,T478,930
6009,NAN,MW,680,1000-1120,181,600
6010,HSBB,MWF,860,100-220,BB1602,780
6011,SOCC,W,1010,330-450,221,930
6012,HSBB,MW,1010,300-450,BB1602,900
6013,SOCC,MWF,980,330-420,303,930
6014,HSD,MWF,800,1230-120,D209,750
6015,HST,TTh,920,130-320,T498,810
6016,HST,MWF,740,1130-1220,T435,690
6017,HSE,M,740,1030-1220,E212,630
6018,HST,T,1010,330-450,T478,930
6019,NAN,MW,680,1000-1120,181,600
6020,HST,TTh,590,830-950,T478,510
6021,MOR,TTh,620,830-1020,234,510
6022,HST,Th,800,1230-120,T435,750
6023,HSE,Th,620,830-1020,E214,510
6024,HST,Th,920,130-320,T473,810
6025,SOCC,Th,1040,330-520,346,930
6026,SOCC,Th,1040,330-520,346,930
6027,SOCC,Th,920,130-320,346,810
6028,HST,TTh,980,300-420,T625,900
6029,SOCC,F,620,930-1020,301,570
6030,SOCC,F,800,1230-120,301,750
6031,HSK,MW,860,100-220,K069,780
6032,HSD,F,860,130-220,D209,810
6033,HST,TTh,740,1030-1220,T625,630
6034,HST,TTh,740,1030-1220,T439,630
6035,HST,T,680,1030-1120,T473,630
6036,HST,T,680,1030-1120,T531,630
6037,HST,T,680,1030-1120,T530,630
6038,HST,T,680,1030-1120,T439,630
6039,HST,MW,860,100-220,T478,780
6040,HST,MW,590,830-950,T478,510
6041,HST,WF,770,1130-1250,T747,690
6042,HST,TTh,920,130-320,T639,810
6043,HST,T,800,1230-120,T639,750
6044,HST,M,920,230-320,T625,870
